tiempo	1498128,NOUN,SINGULAR
render	184,VERB,NOUN,FORM_OF,INFLECTED_FORM,SINGULAR
galana	183,ADJECTIVE
patosa	183,ADJECTIVE
payasa	183,NOUN,ADJECTIVE,SINGULAR
tancar	183,VERB
crural	182,ADJECTIVE
pavada	182,NOUN,SINGULAR
pneuma	182,NOUN,SINGULAR
chador	181,NOUN,SINGULAR
lambda	181,NOUN,SINGULAR
punteo	181,NOUN,VERB,SINGULAR
rappel	181,NOUN,SINGULAR
vinoso	181,ADJECTIVE
aramea	180,NOUN,ADJECTIVE,SINGULAR
boluda	180,NOUN,ADJECTIVE,SINGULAR
comigo	180,ADVERB
fajina	180,NOUN,SINGULAR
pitazo	180,NOUN,SINGULAR
tacada	180,NOUN,PARTICIPLE,SINGULAR
totora	180,NOUN,SINGULAR
amagar	179,VERB
burras	179,ADJECTIVE,NOUN,PLURAL
cafres	179,ADJECTIVE,NOUN,PLURAL
cupido	179,NOUN,SINGULAR
huipil	179,NOUN,SINGULAR
ladito	179,NOUN,SINGULAR
malita	179,ADJECTIVE
ovinos	179,ADJECTIVE
popote	179,NOUN,SINGULAR
unisex	179,ADJECTIVE
parcos	178,ADJECTIVE
tercas	178,ADJECTIVE
cascar	177,VERB
escita	177,ADJECTIVE,NOUN,SINGULAR
laical	177,ADJECTIVE
putear	177,VERB
tablao	177,NOUN,SINGULAR
jineta	176,NOUN,SINGULAR
matcha	176,NOUN,SINGULAR
yantar	176,VERB,NOUN,SINGULAR
electa	175,ADJECTIVE,PARTICIPLE
floema	175,NOUN,SINGULAR
gafete	175,NOUN,SINGULAR
lucios	175,ADJECTIVE,NOUN,PLURAL
magnas	175,ADJECTIVE
maloca	175,NOUN,SINGULAR
piolet	175,NOUN,SINGULAR
saloon	175,NOUN,SINGULAR
vinito	175,NOUN,SINGULAR
botana	174,NOUN,SINGULAR
corsos	174,ADJECTIVE,NOUN,PLURAL
maraca	174,NOUN,SINGULAR
parcas	174,ADJECTIVE
aimara	173,ADJECTIVE,NOUN,SINGULAR
gomosa	173,ADJECTIVE
mamado	173,ADJECTIVE,PARTICIPLE
reglar	173,VERB
shofar	173,NOUN,SINGULAR
tracio	173,ADJECTIVE,NOUN,SINGULAR
vacuos	173,ADJECTIVE,NOUN,PLURAL
cayuco	172,NOUN,SINGULAR
chueco	172,ADJECTIVE
herrar	172,VERB
paltas	172,ADJECTIVE,NOUN,PLURAL
ahinco	171,NOUN,SINGULAR
cimero	171,ADJECTIVE
cisura	171,NOUN,SINGULAR
raudas	171,ADJECTIVE,NOUN,PLURAL
sunita	171,ADJECTIVE,NOUN,SINGULAR
canija	170,NOUN,ADJECTIVE,SINGULAR
garzos	170,ADJECTIVE
jonios	170,ADJECTIVE,NOUN,PLURAL
miliar	169,ADJECTIVE
lamida	168,NOUN,PARTICIPLE,SINGULAR
vacuas	168,ADJECTIVE
chueca	167,NOUN,ADJECTIVE,SINGULAR
escota	167,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
sisear	167,VERB
dadora	166,NOUN,SINGULAR
rocoto	166,NOUN,SINGULAR
albina	165,NOUN,ADJECTIVE,SINGULAR
loriga	165,NOUN,SINGULAR
luengo	165,ADJECTIVE
aymara	164,ADJECTIVE,NOUN,SINGULAR
bulgur	164,NOUN,SINGULAR
calizo	164,ADJECTIVE
chulas	164,ADJECTIVE,NOUN,PLURAL
exvoto	164,NOUN,SINGULAR
jingle	164,NOUN,SINGULAR
oleoso	164,ADJECTIVE
tuerta	164,NOUN,ADJECTIVE,SINGULAR
gomoso	163,ADJECTIVE,NOUN,SINGULAR
hoscas	163,ADJECTIVE
iliaca	163,ADJECTIVE
riente	163,ADJECTIVE
aminos	162,ADJECTIVE,NOUN,PLURAL
lerdos	162,ADJECTIVE
narval	162,NOUN,SINGULAR
zapote	162,NOUN,SINGULAR
sobado	161,NOUN,PARTICIPLE,SINGULAR
ajimez	160,NOUN,SINGULAR
caldea	160,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
chinga	160,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
hayedo	160,NOUN,SINGULAR
pancho	160,ADJECTIVE,NOUN,SINGULAR
rimero	160,NOUN,SINGULAR
copado	159,ADJECTIVE,PARTICIPLE
escura	159,ADJECTIVE
maromo	159,NOUN,SINGULAR
morreo	159,NOUN,VERB,SINGULAR
tanino	159,NOUN,SINGULAR
burger	158,NOUN,SINGULAR
fardar	158,VERB
gatuno	158,ADJECTIVE
loseta	158,NOUN,SINGULAR
gatera	157,NOUN,ADJECTIVE,SINGULAR
jalada	157,NOUN,PARTICIPLE,SINGULAR
monjil	157,ADJECTIVE,NOUN,SINGULAR
porteo	157,NOUN,VERB,SINGULAR
sarape	157,NOUN,SINGULAR
sextas	157,ADJECTIVE,NOUN,PLURAL
solano	157,NOUN,SINGULAR
torvas	157,ADJECTIVE
trucar	157,VERB
niceno	156,ADJECTIVE
yaquis	156,NOUN,ADJECTIVE,PLURAL
bocota	155,NOUN,SINGULAR
calmos	155,ADJECTIVE
carozo	155,NOUN,SINGULAR
felice	155,ADJECTIVE
obraje	155,NOUN,SINGULAR
pender	155,VERB
pirada	155,ADJECTIVE,PARTICIPLE
siroco	155,NOUN,SINGULAR
berilo	154,NOUN,SINGULAR
encino	154,NOUN,SINGULAR
golero	154,NOUN,SINGULAR
petiso	154,ADJECTIVE,NOUN,SINGULAR
mesmas	153,ADJECTIVE
alabeo	152,NOUN,VERB,SINGULAR
axonal	152,ADJECTIVE
capela	152,NOUN,SINGULAR
fumada	152,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
lictor	151,NOUN,SINGULAR
